Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,CG_1018.1,CG_1021.1,CG_1023,CG_1024.1,CG_1025.1,CG_1026.1,CG_1080,CG_1081,CG_1082,CU_1019.1,CU_1020.1,CU_1027.1,CU_1060.1,CU_1078,CU_1079,PI_1035,PI_1115,PI_1160,PI_1161,PI_1162,PI_1163,PI_1164,PI_1165,PI_1167,PI_1169,PI_1170,PI_1171,PI_1172,PI_1173,PI_1174,PR_1101,PR_1102,PR_1116,PR_1117,PR_1118.1,PR_1119,PR_1120,PR_1121,PR_1122,PR_1123,PR_1124,PR_1125,PR_1175,PR_1176,PR_1177,AmazonID,ResponseID,SurveyLatitude,SurveyLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
27,18-30,Male,Graduate,37500,White,Grand Rapids,MI,49546,"Grand Rapids, MI",42.9445925,-85.601958,20,4,5,5,5,3,5,5,5,4,1,2,2,2,2,1,2,1,2,3,3,4,2,4,4,2,1,3,3,4,1,2,2,1,1,,1,1,1,1,1,1,1,1,2,2,A14C8SDEDOYPDC,R_9sQ2ycVrwWb3plz,40.45550537,-105.464798,3,2,No,4.555555556,1.666666667,No,No,Grosse Pointe,MI,,Grosse Pointe,MI,,Fort Collins,CO,80521,1,,,1,
27,18-30,Female,Bachelors,50000,White,Menomonie,WI,54751,"Menomonie, WI",44.88051,-91.91804,13,5,5,5,5,4,4,4,5,3,1,1,1,1,1,5,1,2,1,2,4,1,1,1,5,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,A3SPK663JVTOB3,R_9XYAOfJaQSoC13D,44.55259705,-89.51670074,3,5,Consider,4.444444444,1.666666667,No,Flag,Fort Wayne,IN,,Minneapolis,MN,,Stevens Point,WI,54481,8,,,1,
46,41-50,Male,Bachelors,100000,White,Sandy Springs,GA,30328,"Sandy Springs, GA",33.9325225,-84.382225,43,4,5,5,5,3,5,3,5,4,1,2,2,2,2,2,4,5,1,5,4,3,1,2,5,4,2,1,1,2,3,5,2,5,5,,3,2,4,2,2,3,5,2,4,5,A19UBZFVUWL1ES,R_0NafqnkfvTUf8ZD,33.79299927,-84.44319916,3,2,No,4.333333333,1.833333333,No,No,Winston-Salem,NC,,Winston-Salem,NC,,Buckhead,GA,30327,43,,,1,
31,31-40,Male,No_degree,62500,Hispanic,Queens,NY,11355,"Queens, NY",40.7060695,-73.830313,20,4,5,4,5,2,4,4,5,5,1,1,1,1,3,1,1,4,2,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,4,A3BBK5YDUBRKYW,R_9pEH9omBBH9kIHb,40.75169373,-73.8832016,2,3,Consider,4.222222222,1.333333333,No,Flag,Callao,,Peru - PE,Queens,NY,,Queens,NY,11372,11,,,2,spanish
24,18-30,Male,Bachelors,37500,White,Madison,MS,39110,"Madison, MS",32.4704745,-90.1198045,24,3,5,5,5,4,5,5,5,2,1,2,2,1,2,2,2,2,2,4,4,3,3,5,5,2,2,3,4,5,2,3,4,3,4,,4,3,3,3,2,4,4,1,3,4,A2I44H0HYHR2XM,R_b8Z7Wgdm3lg80n3,32.31129456,-90.39720154,2,2,Consider,4.333333333,1.666666667,No,Flag,Madison,MS,,Jackson,MS,,Madison,MS,39110,24,,,1,
35,31-40,Female,Bachelors,50000,Black,Virginia Beach,VA,00000,"Virginia Beach, VA",36.77935,-76.023685,17,4,5,4,3,3,4,3,5,4,1,1,1,2,1,1,1,2,1,3,2,2,2,2,2,1,2,1,2,3,1,3,1,2,1,,1,2,1,1,2,1,1,1,1,2,A1T83SZBP2DN65,R_5yHfWoR3FRhyfxr,35.05079651,-80.81860352,3,2,No,3.888888889,1.166666667,Consider,Flag,Virginia Beach,VA,,,,,Charlotte,NC,28277,7,,,1,
33,31-40,Male,Graduate,37500,White,Romeo,MI,48065,"Romeo, MI",42.822586,-83.0211615,22,3,5,5,5,5,5,4,4,2,1,2,1,2,2,2,2,2,1,3,2,1,1,2,5,2,2,1,1,1,1,2,2,2,1,,1,1,1,1,1,2,1,2,2,2,A85ATJSDTIARY,R_eg6pXyYgik5EgSh,30.8717041,-83.33339691,2,2,Consider,4.222222222,1.666666667,No,Flag,St. Clair Shores,MI,,St. Clair Shores,MI,,Milton,FL,32570,1,,,1,
28,18-30,Female,Bachelors,50000,Other,Bridgewater,MA,02324,"Bridgewater, MA",41.9827985,-70.9712785,20,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,2,3,1,3,4,1,1,4,5,2,1,1,1,5,2,3,3,2,2,,2,2,2,2,2,3,3,2,2,3,A1KQGF9L042R9I,R_1Ro64PxKoOnzFUF,41.87339783,-70.63939667,5,2,No,5,1.166666667,No,No,London,,United Kingdom - GB,Scituate,MA,,Plymouth,MA,02360,4,"multiracial (white, black)",,1,
34,31-40,Female,Bachelors,100000,White,St. Louis,MO,63126,"St. Louis, MO",38.5925755,-90.3128255,30,5,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,3,1,3,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,A3E3RCR51Z8EVP,R_aeJ0twRX8YnrIWx,38.60760498,-90.55970001,4,1,No,4.777777778,1,No,No,St. Louis,MO,,St. Louis,MO,,St. Louis,MO,63025,30,,,1,
28,18-30,Male,Graduate,100000,White,Austin,TX,78703,"Austin, TX",30.2973055,-97.7595835,18,5,5,4,3,5,3,5,5,5,1,1,1,1,3,4,1,2,1,2,2,1,1,2,5,3,1,1,1,1,2,1,1,2,2,,2,2,1,2,2,2,2,1,2,2,A1NVNC7F530PC6,R_abll3n8uf959OJv,30.29550171,-97.81330109,3,4,Consider,4.444444444,1.833333333,No,Flag,Austin,TX,,Houston,TX,,Austin,TX,78703,21,,,1,
22,18-30,Female,Bachelors,12500,White,Virginia Beach,VA,23464,"Virginia Beach, VA",36.788561,-76.099797,18,5,5,5,5,5,5,5,5,5,1,1,2,1,1,3,5,2,1,5,5,1,1,2,5,4,1,1,1,5,1,5,2,2,2,,2,2,3,2,2,5,5,1,2,3,A129B5FAMFJNAT,R_2f3VmHL32aQEwC1,34.73649597,-82.79669952,5,3,No,5,1.5,No,No,Corbin - Whitley County,KY,,Other,KY,,Central,SC,29630,1,,,1,
45,41-50,Female,No_degree,25000,White,Ehrenberg,AZ,85334,"Ehrenberg, AZ",33.615939,-114.495352,20,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,4,5,1,5,5,5,1,5,5,5,5,1,1,1,1,5,5,5,5,,5,5,5,5,5,5,5,1,5,5,A207MWA5U0GWA5,R_4YCcMK8cO2eCkG9,31.85450745,-106.5329971,5,5,Consider,5,1.666666667,No,Flag,torreon,,Mexico - MX,Pueblo,CO,,El Paso,TX,79932,10,,,2,spanish
27,18-30,Female,No_degree,37500,White,Apache Junction,AZ,85219,"Apache Junction, AZ",33.40668125,-111.5424619,12,4,5,5,5,3,4,4,5,4,1,1,1,1,3,1,1,1,2,1,2,2,1,1,5,2,1,1,2,2,1,2,2,1,4,,1,1,1,1,1,2,1,1,1,2,A1EQ2HDHF2WWSY,R_bxPBv04EaCfMSqx,35.05700684,-79.01470184,3,3,No,4.333333333,1.333333333,No,No,,,,Whittier,CA,,Fayetteville,NC,28314,5,,,1,
22,18-30,Female,Bachelors,25000,White,Scottsdale,AZ,85253,"Scottsdale, AZ",33.616893,-111.908833,10,5,5,5,4,5,5,5,5,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,2,1,1,1,,1,1,1,1,1,4,1,1,1,1,A2J7GUMLCMB1YU,R_8v9YpoOZ5q6hxaJ,,,4,3,No,4.777777778,1.5,No,No,Rapperswil,,Switzerland - CH,Starnberg,,Germany - DE,Orlando,FL,32826,0,,,3,"German, Spanish"
30,18-30,Male,No_degree,12500,White,San Diego,CA,92010,"San Diego, CA",32.9896,-117.2179465,17,5,5,5,5,2,5,3,5,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A2L3QEAD1RV2HC,R_0wyQelUlythiO3j,,,2,1,Consider,4.444444444,1,No,Flag,,,,San Francisco,CA,,Port Arthur,TX,77642,1,,,1,
31,31-40,Female,Bachelors,75000,White,Seattle,WA,98108,"Seattle, WA",47.5808967,-122.3319085,27,5,5,5,5,4,5,3,5,5,1,2,2,2,2,2,1,2,1,2,2,3,1,3,5,2,2,1,2,3,1,2,2,2,1,,2,1,1,1,2,2,2,2,2,2,A16PU53B41CJ22,R_6gTXi1UteWJarAh,33.021698,-97.22239685,3,2,No,4.666666667,1.833333333,No,No,Seattle,WA,,Seattle,WA,,Roanoke,TX,76262,4,,,1,
59,51-60,Male,Bachelors,12500,Hispanic,Bristol,CT,00000,"Bristol, CT",41.681578,-72.940749,8,5,5,5,5,5,5,1,5,4,1,1,1,1,1,1,1,1,1,1,1,4,5,1,4,1,1,5,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A2SQNS3J389FRJ,R_cUCjD3a6AWs6fZz,27.04069519,-82.35250092,1,1,Consider,4.444444444,1,No,Flag,Bristol,CT,,Providence,RI,,Sarasota,FL,34234,3,,Rhode Island,1,
54,51-60,Male,Graduate,50000,White,Monroe,LA,71201,"Monroe, LA",32.523768,-92.0916415,23,5,5,5,5,5,5,5,5,5,2,1,2,2,3,2,3,3,2,3,1,3,1,4,5,3,3,1,3,5,2,3,3,4,3,,3,3,2,4,4,3,3,2,3,4,A29PB2C8XD8TVG,R_6R5cvgzkgxZIkZf,35.58050537,-77.01270294,5,3,No,5,2,Consider,Flag,Monroe,LA,,Bastrop,LA,,Washington,NC,27889,13,,,1,
41,41-50,Female,Associates,75000,White,Falconer,NY,14733,"Falconer, NY",42.12145,-79.1933865,19,5,5,5,5,5,5,4,5,5,2,2,2,2,2,3,4,3,1,5,5,3,1,4,5,3,1,1,4,5,1,2,2,2,3,,2,1,2,1,2,2,2,1,2,3,AAMBQ9AXICKYQ,R_cTruCjovRM93LTL,28.21580505,-82.6595993,4,3,No,4.888888889,2.166666667,Consider,Flag,Falconer,NY,,Falconer,NY,,Trinity,FL,34655,18,,,1,
40,31-40,Male,No_degree,37500,White,Edison Township,NJ,08817,"Edison Township, NJ",40.510535,-74.3733485,22,5,5,5,5,3,5,5,5,5,3,1,3,1,1,3,1,1,1,3,2,1,1,4,5,3,1,2,2,3,2,3,2,1,1,,1,1,1,1,1,1,3,1,3,1,AQL960O0LTRI8,R_eP9hRiqbYpvVZZP,28.48069763,-81.55180359,3,3,No,4.777777778,2,Consider,Flag,Brooklyn,NY,,Plainfield,NJ,,Orlando,FL,32835,10,,,1,
32,31-40,Female,Bachelors,1,White,Payson,UT,84651,"Payson, UT",40.040377,-111.73644,32,5,5,1,5,5,5,5,5,3,1,1,1,1,1,1,3,1,1,3,1,1,1,2,5,1,1,1,5,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,3,3,A2OFN0A5CPLH57,R_9nRNk52u42qBHeJ,40.62469482,-111.7123032,1,1,Consider,4.333333333,1,No,Flag,Moses Lake,WA,,Payson,UT,,Santaquin,UT,84655,32,,,1,
27,18-30,Female,Bachelors,25000,White,Athens-Clarke County,GA,30606,"Athens-Clarke County, GA",33.947841,-83.3940535,18,4,5,5,5,4,5,4,5,5,1,1,2,1,2,2,1,3,1,5,2,3,1,5,5,2,1,1,1,5,1,4,3,3,4,,2,2,3,3,2,3,4,1,2,3,AOGT0KZDUX8CC,R_cIlnUqRaebHu1U1,33.9499054,-83.375,4,2,No,4.666666667,1.5,No,No,Bryan,TX,,,,,Athens-Clarke County,GA,30606,25,,,1,
32,31-40,Female,Graduate,25000,White,Boston,MA,00000,"Boston, MA",42.33196,-71.020173,18,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,5,1,4,1,1,1,2,5,2,1,1,1,2,1,1,1,1,5,,1,1,1,1,1,1,1,1,1,2,A30MYN1DI6EJ8M,R_81RlYOw0OzhOYwB,41.33869934,-72.69069672,5,2,No,5,1.166666667,No,No,Boston,MA,,Monterey,CA,,Hamilton,MA,01984,15,,,1,
55,51-60,Female,Bachelors,100000,White,Cudahy,CA,90201,"Cudahy, CA",33.970333,-118.175732,13,4,5,5,5,3,5,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A3A6QCM2QCC1Q8,R_067j5m01k2u3QYl,34.4302063,-118.5193024,1,1,Consider,4.111111111,1,No,Flag,Lynwood,CA,,Lynwood,CA,,Santa Clarita,CA,91354,25,,,1,
53,51-60,Female,No_degree,1,White,Kansas City,MO,64134,"Kansas City, MO",39.027381,-94.525968,53,5,5,5,5,5,5,3,5,3,1,1,1,1,1,1,1,3,1,5,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,3,1,AEMQTBRPPWJTC,R_3IvQ55EOwkh7s6V,38.91670227,-94.35449982,3,1,No,4.555555556,1,No,No,Clay Center Township,KS,,Wakefield,KS,,Lee's Summit,MO,64063,53,,,1,
40,31-40,Male,Associates,37500,White,Mattoon,IL,61938,"Mattoon, IL",39.4790085,-88.3691885,40,5,5,5,5,4,5,3,5,5,1,1,1,2,2,1,1,5,1,1,4,1,1,5,5,5,1,1,2,3,1,4,1,3,3,,2,2,2,4,2,1,4,1,1,3,AG33CKY4XVPVZ,R_aWubTPeJc8NW8LP,39.48849487,-88.35959625,3,2,No,4.666666667,1.333333333,No,No,Lovington,IL,,Mattoon,IL,,Mattoon,IL,61938,40,,,1,
31,31-40,Female,Associates,25000,Asian,Bel Air - Harford County,MD,20114,"Bel Air - Harford County, MD",39.534942,-76.346323,22,3,5,5,4,3,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,A2P18KT7WGSZA4,R_79D3eTuldNUOkvj,47.53359985,-121.7996979,3,1,No,4.222222222,1,No,No,Baltimore,MD,,Baltimore,MD,,Echo,OR,97826,8,,,1,
60,51-60,Male,Bachelors,25000,White,Grosse Pointe Park,MI,48230,"Grosse Pointe Park, MI",42.3793215,-82.923916,30,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,A34ZULY6WMWR0D,R_1HV04rqqJVooFc9,41.60920715,-71.17440033,1,1,Consider,4.555555556,1,No,Flag,Hamilton,,Canada - CA,Windsor,,Canada - CA,Tiverton,RI,02878,4,,,2,Spanish
29,18-30,Female,No_degree,50000,White,Charleston,SC,29406,"Charleston, SC",32.87654382,-79.99574581,25,4,5,5,5,5,4,4,5,5,1,1,1,1,2,2,1,4,1,4,3,1,1,3,5,3,3,1,2,3,1,3,2,2,2,,1,2,2,2,2,3,2,1,2,2,ALK4VP6TPCBUV,R_enVJV3e0UOBXb0h,32.80360413,-79.9469986,4,2,No,4.666666667,1.333333333,No,No,Charleston,SC,,Orangeburg,SC,,Charleston,SC,29406,25,,,1,
34,31-40,Male,Bachelors,100000,Hispanic,Farmington,CT,06085,"Farmington, CT",41.7390755,-72.8651535,18,5,5,5,5,4,4,5,5,4,1,1,1,1,3,4,1,1,1,1,1,5,1,3,5,2,1,1,2,2,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,ACFPXI6LMHSZU,R_1M8WeZonYZxw0ex,41.83940125,-73.12550354,4,4,Consider,4.666666667,1.833333333,No,Flag,Burlington,CT,,,,,Newington,CT,06111,10,,,1,
44,41-50,Female,Associates,62500,White,Thousand Oaks,CA,91360,"Thousand Oaks, CA",34.2012345,-118.8740715,8,5,5,5,5,3,5,2,5,5,1,1,1,1,1,1,1,2,1,2,5,1,1,2,5,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,2,2,A2EIKTNLOXHKYC,R_38xoDQbJeuRJ5pH,27.98570251,-82.0134964,2,1,Consider,4.444444444,1,No,Flag,Chicago,IL,,Beverly Hills,CA,,Tallahassee,FL,32309,11,,"Westlake Village, Burbank, Glendale",1,
42,41-50,Male,No_degree,37500,White,Hamilton Township - Mercer County,NJ,08610,"Hamilton Township - Mercer County, NJ",40.2039375,-74.6901135,25,5,5,5,5,1,5,5,5,5,3,1,1,1,1,3,1,4,1,1,1,1,1,1,5,4,3,1,1,1,1,1,1,3,3,,2,1,1,3,3,3,3,1,3,4,A1LEZ2R6RERVAB,R_3l8WdJ1yP7oWXRz,28.48069763,-81.55180359,1,3,Consider,4.555555556,1.666666667,No,Flag,Hamilton Township - Mercer County,NJ,,Trenton,NJ,,Windermere,FL,34786,11,,,1,
28,18-30,Female,No_degree,25000,White,Waterford Charter Township,MI,48328,"Waterford Charter Township, MI",42.652461,-83.3712725,27,5,5,5,5,4,5,5,5,5,2,1,1,1,3,1,1,4,3,2,5,1,1,5,5,4,1,1,2,5,1,2,1,4,3,,1,1,1,2,3,3,4,1,4,5,A2YJQUHFIXNOY0,R_5hwJuvW0e2q0Lwp,42.85339355,-83.29560089,4,3,No,4.888888889,1.5,No,No,Waterford Charter Township,MI,,Pontiac,MI,,Oxford,MI,48371,27,,,1,
28,18-30,Male,Bachelors,37500,White,Danbury,CT,06810,"Danbury, CT",41.395202,-73.465634,15,5,5,5,5,5,5,5,5,5,4,1,1,1,2,2,1,5,1,5,1,1,1,5,5,3,1,1,5,1,1,1,1,2,1,,1,1,1,1,4,1,1,1,4,5,A3TK7HVFEKB00R,R_0lAwectx3VsttRP,41.68159485,-72.94049835,5,4,Consider,5,1.833333333,No,Flag,Stamford,CT,,Stamford,CT,,Hartford,CT,06010,5,,,2,Spanish
49,41-50,Male,HS_diploma,62500,Amerindian,Syracuse,NY,13209,"Syracuse, NY",43.062832,-76.1920515,49,5,5,5,5,3,5,3,5,2,1,1,1,2,1,1,3,2,1,3,2,2,1,3,5,2,1,1,2,1,1,1,1,1,1,,1,4,1,1,1,1,1,1,3,3,A37N4JY3863YH0,R_8oBgSNessCFK7oF,43.08909607,-76.22109985,2,2,Consider,4.222222222,1.166666667,No,Flag,Syracuse,NY,,Syracuse,NY,,Syracuse,NY,13209,49,,,1,
61,61_up,Male,Graduate,50000,White,Gary,IN,00000,"Gary, IN",41.595902,-87.345552,18,4,5,4,5,4,4,4,5,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,3,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,A299CU7U9QX3E7,R_cGtKqzkBcL89n5b,38.96510315,-77.06539917,2,1,Consider,4.111111111,1,No,Flag,,,,,,,Lagrange Township,IL,60525,40,,,1,
23,18-30,Female,Bachelors,100000,White,Queens,NY,11375,"Queens, NY",40.69071,-73.8426615,18,5,5,5,4,5,5,5,5,5,3,2,2,3,3,3,2,3,3,2,3,5,3,5,5,2,2,5,2,5,2,3,2,3,5,,2,2,3,2,5,4,5,2,4,2,A3ULI5B3BB4ZRF,R_4VlRdTLHoI66ft3,42.36160278,-71.06739807,4,3,No,4.888888889,2.666666667,Consider,Flag,Queens,NY,,Queens,NY,,Boston,MA,02114,2,,,1,
30,18-30,Female,No_degree,1,White,Elgin,IL,60123,"Elgin, IL",42.0386065,-88.320162,30,5,5,3,5,1,5,5,5,5,1,1,1,2,2,2,5,5,1,2,5,1,1,5,5,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,A1CA46R2A6TV9W,R_3ZNCxJPHgyMHYLX,42.03579712,-88.38009644,1,2,Consider,4.333333333,1.5,No,Flag,,,,Elgin,IL,,Elgin,IL,60123,30,,,1,
50,41-50,Male,HS_diploma,50000,White,Fort Smith,AR,72901,"Fort Smith, AR",35.357274,-94.390959,40,5,5,5,5,5,5,5,5,4,1,1,4,1,1,3,1,2,1,4,1,1,1,3,5,1,1,3,3,5,3,1,1,3,3,,2,2,2,3,2,2,2,2,2,2,A1JVWOBGNA6KJT,R_3dzfrGWUotdaRMx,35.28379822,-93.72460175,4,4,Consider,4.888888889,1.833333333,No,Flag,,,,,,,Rudy,AR,72952,40,,,1,
25,18-30,Female,Graduate,37500,White,Monkton,VT,05443,"Monkton, VT",44.1865355,-73.1017315,18,5,5,5,5,3,5,3,5,4,1,1,2,1,1,1,1,3,1,2,3,1,1,1,5,3,2,1,1,1,2,2,1,1,1,,1,1,1,1,1,1,1,1,2,1,A21HS9COPSYOBQ,R_1ByW1mHzk4jSwa9,36.08770752,-115.1484985,3,2,No,4.444444444,1.166666667,No,No,Burlington,VT,,Monkton,VT,,Henderson,NV,89011,1,,,1,
27,18-30,Male,No_degree,12500,White,Amarillo - Potter County,TX,79102,"Amarillo - Potter County, TX",35.1998645,-101.8399145,20,4,5,5,5,5,5,5,5,5,2,1,1,1,1,4,1,5,1,5,4,1,2,5,5,5,5,1,1,3,5,5,5,5,5,,5,4,5,5,5,5,5,1,1,5,A3N6JLEAMOBJU9,R_3giHrdOoYfMbSIJ,35.16130066,-101.8789978,4,4,Consider,4.888888889,1.666666667,No,Flag,Amarillo - Potter County,TX,,Amarillo - Potter County,TX,,Amarillo - Potter County,TX,79106,20,,,1,
39,31-40,Female,Bachelors,37500,White,Toledo,OH,43608,"Toledo, OH",41.6709895,-83.55811,19,5,5,5,4,3,5,5,5,5,2,2,2,1,3,2,2,3,2,5,3,2,1,3,5,3,1,1,3,2,2,2,3,2,2,,2,1,1,1,2,2,3,2,3,3,A1IS0218RVG60K,R_51Obyuyz41OlkKF,39.68780518,-82.604599,3,3,No,4.666666667,2,Consider,Flag,Louisville,KY,,Toledo,OH,,Lancaster,OH,43130,10,,,1,
45,41-50,Male,No_degree,12500,White,Detroit,MI,48216,"Detroit, MI",42.355252,-83.0924465,35,5,5,4,5,3,4,4,5,5,1,1,1,2,1,2,3,1,1,3,4,2,1,5,5,3,2,2,1,2,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A3MYPYBVHX7FQ2,R_3K675pjsO47gotv,43.56739807,-83.82209778,3,2,No,4.444444444,1.333333333,No,No,Detroit,MI,,Detroit,MI,,Essexville,MI,48732,2,,,1,
34,31-40,Female,No_degree,37500,Hispanic,Youngstown,OH,44510,"Youngstown, OH",41.1094045,-80.656553,34,5,5,5,5,2,5,5,5,5,1,1,1,2,4,2,1,5,2,5,2,5,5,5,5,1,1,1,5,3,1,5,2,2,5,,3,5,3,1,3,1,3,2,3,5,A3GW3MPLVGG7PZ,R_79eI7pqxQxblU8Z,41.13340759,-80.61190033,2,4,Consider,4.666666667,1.833333333,No,Flag,Youngstown,OH,,Mansfield,OH,,Youngstown,OH,44510,34,,,1,
51,51-60,Male,Associates,1,White,San Lorenzo,CA,94580,"San Lorenzo, CA",37.6765555,-122.1323405,14,4,5,4,5,5,5,3,5,3,2,1,1,1,1,3,4,3,2,4,2,5,1,3,5,2,3,3,3,3,1,4,1,2,2,,3,2,2,1,2,3,5,1,2,4,A3FXG6KHM7P97D,R_4PKkcOmnpZoOhh3,,,3,3,No,4.333333333,1.5,No,No,San Lorenzo,CA,,Oakland,CA,,Valley Springs,CA,95252,15,,,1,
27,18-30,Male,Bachelors,100000,White,Wilmington,DE,19805,"Wilmington, DE",39.739513,-75.557414,27,4,5,5,5,3,4,5,5,5,3,2,1,2,3,3,1,3,2,3,2,2,2,4,5,2,1,2,3,3,3,2,2,2,3,,2,1,2,2,3,3,3,2,2,3,A323M470CAKHSY,R_3KMlD5yWii80iH3,39.95970154,-75.19680023,3,3,No,4.555555556,2.333333333,Consider,Flag,Claymont,DE,,,,,Wilmington,DE,19804,27,,,1,
54,51-60,Female,Bachelors,1,White,Oak Harbor,WA,98277,"Oak Harbor, WA",48.305852,-122.6356805,20,5,5,5,5,2,4,1,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,A1B4WL7N3ACF2T,R_eK7sO9SrF9qoJGl,48.42979431,-122.427597,1,1,Consider,4.111111111,1,No,Flag,Bellingham,WA,,Seattle,WA,,Bellingham,WA,98225,30,,,1,
31,31-40,Female,Associates,75000,White,St. Johns - Apache County,AZ,85936,"St. Johns - Apache County, AZ",34.500688,-109.3782635,11,5,5,5,5,4,5,4,5,5,1,3,1,2,3,2,3,2,1,2,3,1,1,5,5,3,3,1,2,1,2,2,1,1,1,,1,1,1,1,1,2,2,1,1,1,A3209D1227UCYP,R_cU6201E9sI0C7mR,40.02780151,-111.5547028,4,3,No,4.777777778,2,Consider,Flag,Mesa,AZ,,Mesa,AZ,,Spanish Fork,UT,84660,20,,,1,
27,18-30,Male,Bachelors,37500,Black,Tampa,FL,33647,"Tampa, FL",28.042392,-82.423712,13,5,5,5,4,5,5,5,5,5,2,2,1,2,2,3,1,3,2,4,3,3,1,3,5,2,1,5,1,3,1,5,1,2,1,,1,2,1,2,2,2,3,1,5,5,A3QB0Z9AN62HFH,R_ehqoGSRRXIvid0x,28.23370361,-82.17900085,4,3,No,4.888888889,2,Consider,Flag,Macon East,GA,,Chicago,IL,,Zephyrhills,FL,33541,2,,,1,
32,31-40,Female,No_degree,12500,White,Evergreen,AL,36401,"Evergreen, AL",31.4503635,-86.9428375,14,5,5,5,3,5,5,5,5,5,1,1,1,2,4,1,1,5,1,4,2,1,1,2,5,5,5,1,1,4,3,3,2,4,5,,4,4,4,4,1,5,4,1,3,4,A2W2ROTUKY5ZH0,R_eXJ7DKcdqh1Lo2x,17.25,-88.75,3,4,Consider,4.777777778,1.666666667,No,Flag,Evergreen,AL,,New Hartford,CT,,New Orleans,LA,70130,6,,,1,
55,51-60,Female,Bachelors,87500,White,Long Beach,CA,00000,"Long Beach, CA",33.809179,-118.15529,18,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,4,1,5,3,3,1,5,5,4,5,1,1,2,1,1,1,3,2,,2,2,2,1,3,5,3,3,3,3,A1FGKIKJYSL1MI,R_0kwP4Hz1rKHYrbf,42.1651001,-76.00479889,5,5,Consider,5,1.666666667,No,Flag,Hastings,NE,,Long Beach,CA,,Binghamton,NY,13903,5,,,1,
36,31-40,Female,Bachelors,62500,White,Orland Park,IL,60462,"Orland Park, IL",41.6137615,-87.85077,18,5,5,5,5,3,5,5,5,5,1,5,1,1,1,1,1,5,1,1,5,1,1,1,5,1,1,3,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,5,5,A1Z9Q0X7194BRQ,R_9QCeUabm81KjZ5z,40.60339355,-88.01999664,3,5,Consider,4.777777778,1.666666667,No,Flag,Melrose Park,IL,,Chicago,IL,,Bourbonnais,IL,60914,10,,,1,
42,41-50,Female,Associates,75000,White,Milwaukee,WI,00000,"Milwaukee, WI",43.063348,-87.966695,20,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,2,2,5,1,1,1,5,5,1,1,3,5,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,A3AVG5UF5G3MOJ,R_0Al01GuMou8OgRL,,,5,1,No,5,1,No,No,Milwaukee,WI,,Milwaukee,WI,,East Troy,WI,00000,18,,,1,
