Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,PR_1156,PR_1155,PR_1154,PR_1153,PR_1152,PR_1151,PR_1151INC,PR_1150,PR_1149,PR_1148,PR_1147,PR_1146,PR_1071,PR_1070,PR_1067,PR_1066,PR_1065,PR_1048,PR_1009,PR_1007,PI_1159,PI_1158,PI_1157,PI_1094,PI_1054,PI_1049,PI_1047,PI_1040,PI_1033,PI_1030,PI_1029,CU_1079,CU_1078,CU_1060.1,CU_1027.1,CU_1020.1,CU_1019.1,CG_1082,CG_1081,CG_1080,CG_1026.1,CG_1025.1,CG_1024.1,CG_1023,CG_1021.1,CG_1018.1,AmazonID,ResponseID,LocationLatitude,LocationLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
40,31-40,Male,Some college no degree,Less than $12500,White,Hastings,Minnesota,55033,"Hastings, Minnesota 55033",44.744329,-92.85137,37,4,4,4,1,3,2,,2,5,2,1,1,1,1,1,5,3,2,3,1,2,2,1,1,4,1,3,2,4,5,3,2,2,2,3,2,2,5,5,4,5,5,5,4,5,5,A2LQ33BQ8G259D,R_1C8tkRt81Vog8NW,44.80540466,-93.62480164,4,3,No,4.777777778,2.166666667,Consider,Flag,St Paul,Minnesota,,St Paul,Minnesota,,Hastings,Minnesota,55033,37,,,1,English
40,31-40,Male,Some college no degree,$12500 - $24999,White,Saint Paul,Minnesota,55106,"Saint Paul, Minnesota 55106",44.968754,-93.048595,40,4,4,3,1,4,1,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,5,1,2,2,1,1,1,1,1,5,5,4,4,3,5,4,5,3,A24F1UPER626KR,R_3m7zysonMslX3Ln,44.93739319,-93.22190094,3,2,No,4.222222222,1.166666667,No,No,Minneapolis,Minnesota,,Fargo,North Dakota,,Saint Paul,Minnesota,55106,40,,,1,English
48,41-50,Female,High school graduate,$25000 - $37499,White,Summit,Mississippi,39666,"Summit, Mississippi 39666",31.283786,-90.468431,12,2,1,1,1,5,1,,4,2,1,2,1,4,3,5,3,5,2,5,3,1,1,1,2,2,1,2,2,5,1,1,2,3,2,1,1,2,5,4,5,5,5,5,5,5,4,A2WAQ89S9G6FXQ,R_UXxKOusqqvdtFcZ,34.27799988,-88.66490173,4,3,No,4.777777778,1.833333333,No,No,Summit,Mississippi,,Summit,Mississippi,,Tupelo,Mississippi,38801,25,,,1,English
31,31-40,Male,Some college no degree,$25000 - $37499,White,jackson,Mississippi,39211,"jackson, Mississippi 39211",32.373031,-90.126101,21,2,1,2,1,2,1,,1,3,1,1,1,3,3,3,1,1,1,3,2,1,1,1,1,1,1,1,1,3,4,3,3,1,1,1,1,1,4,5,4,5,4,3,3,5,4,A1C4MN1Y590C6E,R_CdVoFJJ84VwN8sh,32.48019409,-88.63289642,3,3,No,4.111111111,1.333333333,No,No,picayune,Mississippi,,jackson,Mississippi,,oxford,Mississippi,38655,5,,,1,english
64,61_up,Female,Associates degree,$50000 - $62499,White,Joplin,Missouri,00000,"Joplin, Missouri",37.084227,-94.513281,9,2,2,2,1,2,1,,1,2,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,2,2,4,3,1,3,3,1,2,1,1,1,1,5,5,2,5,4,5,4,4,5,A2JIM3WL2NKI30,R_2WHHk0vH8gIp0cW,39.53469849,-104.9581985,2,2,Consider,4.333333333,1.166666667,No,Flag,Joplin,Missouri,,Joplin,Missouri,,Littleton,Colorado,80128,35,,,1,English
33,31-40,Female,Bachelors degree,$100000 or more,White,St Louis,Missouri,63123,"St Louis, Missouri 63123",38.558084,-90.327782,15,1,2,1,1,1,1,,1,1,3,1,2,1,1,1,3,3,2,1,1,2,2,1,1,1,2,4,2,4,5,4,2,1,1,1,1,1,4,5,3,5,4,4,4,5,4,A3E3RCR51Z8EVP,R_Z3riKuWr9goH1GV,38.60760498,-90.55970001,3,2,No,4.222222222,1.166666667,No,No,St Louis,Missouri,,St Louis,Missouri,,St Louis,Missouri,63025,33,,,1,English
30,18-30,Female,Bachelors degree,$25000 - $37499,White,Vienna,Missouri,65582,"Vienna, Missouri 65582",38.186708,-91.947112,18,3,4,3,2,4,2,,4,3,3,2,2,4,3,4,4,4,3,3,4,2,2,3,3,3,2,5,3,4,4,3,3,3,2,3,3,3,4,5,4,5,4,5,4,5,4,A1SPKT2OZWZMSW,R_1JR6MCEKMzTSVqi,36.74180603,-93.02880096,4,3,No,4.444444444,2.833333333,Consider,Flag,St. Charles,Missouri,,Vienna,Missouri,,Ozark,Missouri,65721,3,,,1,English
68,61_up,Male,Graduate degree (masters doctorate etc.),$75000 - $87499,White,Farmington,Missouri,63640,"Farmington, Missouri 63640",37.780884,-90.421789,18,2,3,5,1,5,4,,4,5,5,2,3,4,3,3,3,3,2,4,4,2,1,1,1,3,2,2,2,4,4,2,2,2,2,2,2,2,3,5,4,5,4,4,5,5,4,A7RQ5DNXWAA74,R_ODL9O7WNjVmBkaZ,38.62730408,-90.19789886,3,2,No,4.333333333,2,Consider,Flag,"Park Hills, Missouri",Missouri,,Elwood,Missouri,,Springfield,Missouri,65807,44,,,1,English
39,31-40,Male,Graduate degree (masters doctorate etc.),$50000 - $62499,White,St Louis,Missouri,63117,"St Louis, Missouri 63117",38.628922,-90.330134,25,2,2,2,2,3,4,,3,5,5,2,2,2,2,1,2,3,1,2,2,5,2,4,2,2,2,2,2,3,3,2,2,2,2,2,1,1,2,5,4,5,4,5,5,5,5,AHPOOKYE7V04D,R_3Lj7myyIQKPHMOh,38.60760498,-90.55970001,2,2,Consider,4.444444444,1.666666667,No,Flag,Philadelphia,Pennsylvania,,St. Louis,Missouri,,St Louis,Missouri,63146,6,,,2,"English, French"
31,31-40,Female,Bachelors degree,$50000 - $62499,White,Columbia,Missouri,65203,"Columbia, Missouri 65203",38.951705,-92.334072,28,4,3,1,4,2,5,,1,2,5,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,1,1,1,1,1,4,5,5,5,3,5,5,5,5,A35ORTUT3E2INH,R_28HgIgixWASt9SE,38.88960266,-92.22360229,3,1,No,4.666666667,1,No,No,St. Louis,Missouri,,Columbia,Missouri,,Columbia,Missouri,65203,28,,,1,English
30,18-30,Male,Associates degree,$37500 - $49999,White,Columbia,Missouri,65203,"Columbia, Missouri 65203",38.951705,-92.334072,30,4,5,2,1,1,2,,1,2,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,2,1,1,5,4,1,4,1,1,1,1,1,1,5,5,2,4,2,5,4,5,5,A2GNG7DWHQA6ZZ,R_1CBb33nPsBQ5QsX,38.88960266,-92.22360229,2,1,Consider,4.111111111,1,No,Flag,East Prarie,Missouri,,East Prarie,Missouri,,Columbia,Missouri,65203,30,,,1,English
39,31-40,Female,Bachelors degree,$50000 - $62499,White,Deering,New Hampshire,03244,"Deering, New Hampshire 03244",43.073136,-71.844522,13,2,3,4,5,3,4,,2,4,2,2,2,2,2,2,5,4,1,2,2,2,1,2,3,2,3,1,2,4,4,1,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,A1CE2XPYCDRHVZ,R_10CKFtbIVXWSvTk,40.76649475,-73.82700348,5,2,No,5,1.5,No,No,Bronx,New York,,Bronx,New York,,Flushing,New York,11358,15,,,2,Japanese
30,18-30,Female,High school graduate,$12500 - $24999,White,swanzey,New Hampshire,03469,"swanzey, New Hampshire 03469",42.880348,-72.328677,15,1,1,4,4,4,4,,1,5,5,1,5,1,1,1,5,5,1,1,1,1,1,1,4,1,1,1,1,5,1,1,1,5,1,1,1,1,5,5,5,5,5,5,5,5,5, AIUKV0KVALMY6,R_4YhJoOoV4lHHTSF,42.87060547,-71.61239624,5,5,Consider,5,1.666666667,No,Flag,leominster,Massachusetts,,leominster,Massachusetts,,milford,New Hampshire,3055,2,,,1,english
29,18-30,Male,Some college no degree,$25000 - $37499,White,Bayonne,New Jersey,07002,"Bayonne, New Jersey 07002",40.658801,-74.106377,12,2,1,2,1,5,1,,5,4,1,1,1,1,1,1,1,5,1,2,1,2,1,2,1,2,1,1,2,1,5,1,1,3,1,1,1,1,5,5,5,5,4,4,5,5,2,A2RSIRC1YRY8KX,R_3ESbvic72AkCP9V,40.64489746,-73.95829773,2,3,Consider,4.444444444,1.333333333,No,Flag,Bayonne,New Jersey,,Jersey City,New Jersey,,Brooklyn,New York,11216,2,,,1,English
31,31-40,Female,High school graduate,$12500 - $24999,White,Toms River,New Jersey,08755,"Toms River, New Jersey 08755",40.020709,-74.206193,14,1,1,1,1,5,2,,1,1,1,1,1,4,1,1,1,4,2,2,2,1,5,1,1,1,1,4,1,5,4,5,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,A37NN01EVQNIIQ,R_2rrxsAWdTTlGHrZ,40.07539368,-76.31890106,3,1,No,4.777777778,1,No,No,Allendale,New Jersey,,Staten Island,New York,,Lancaster,Pennsylvania,17603,2,,,1,English
24,18-30,Male,Graduate degree (masters doctorate etc.),$12500 - $24999,White,Westampton,New Jersey,08060,"Westampton, New Jersey 08060",40.020597,-74.79222,18,4,3,4,5,3,3,,4,4,2,3,2,2,1,1,4,5,3,2,1,5,5,5,1,2,2,3,3,5,5,3,2,3,2,3,2,2,5,5,5,5,5,5,5,5,5,AIW59TF1Y6FCR,R_1cTb0avClYoCzSQ,39.98829651,-75.22080231,5,3,No,5,2.333333333,Consider,Flag,Pennsauken,New Jersey,,Pennsbury,Pennsylvania,,Philadelphia,Pennsylvania,19104,3,,,3,"English, Spanish, German"
40,31-40,Male,Some college no degree,$25000 - $37499,White,Edison,New Jersey,08817,"Edison, New Jersey 08817",40.505476,-74.393933,22,2,2,3,3,3,5,,3,5,4,3,4,1,1,1,3,5,5,1,1,5,2,5,2,2,1,3,2,5,3,2,2,2,1,3,2,1,5,5,5,5,4,5,5,5,5,AQL960O0LTRI8,R_2VxT83ul9GFfh7k,28.48069763,-81.55180359,4,3,No,4.888888889,1.833333333,No,No,Edison,New Jersey,,Edison,New Jersey,,Orlando,Florida,32835,10,,,1,English
44,41-50,Male,Some college no degree,$100000 or more,White,Oradell,New Jersey,07649,"Oradell, New Jersey 07649",40.958709,-74.036806,25,3,4,4,3,4,4,,2,3,2,2,2,1,1,1,3,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,4,5,5,5,4,5,5,5,5,AFDC9A6Z60W2Z,R_24tOw6nN9Z1NjkE,40.94450378,-74.06999969,4,2,No,4.777777778,1.833333333,No,No,Hawthorne,New Jersey,,West New York,New Jersey,,Hewitt,New Jersey,7421,16,,,1,English
42,41-50,Male,Some college no degree,$37500 - $49999,White,Hamilton,New Jersey,08610,"Hamilton, New Jersey 08610",40.195613,-74.716148,28,2,2,3,2,2,2,,4,3,2,2,2,2,2,2,2,3,2,1,1,5,2,2,1,1,1,3,3,2,2,5,3,1,1,1,1,2,5,5,4,5,2,5,5,5,5,A1LEZ2R6RERVAB,R_bNvDkWaSrh42HMR,28.48069763,-81.55180359,2,3,Consider,4.555555556,1.5,No,Flag,Trenton,New Jersey,,Trenton,New Jersey,,Windermere,Florida,34786,10,,,1,English
44,41-50,Female,Bachelors degree,$37500 - $49999,White,Mt. Arlington ,New Jersey,07856,"Mt. Arlington , New Jersey 07856",40.925931,-74.634882,35,3,3,1,4,5,5,,2,5,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,1,4,5,1,1,1,1,1,1,1,5,5,2,5,4,5,4,4,5,A2AMC558YZRXHQ,R_XXRpZSiqDPuhE89,40.36090088,-79.90149689,2,1,Consider,4.333333333,1,No,Flag,Paramus,New Jersey,,Teaneck,New Jersey,,Canonsburg,Pennsylvania,15317,4,,,1,English
36,31-40,Female,Associates degree,$12500 - $24999,White,Brick,New Jersey,08724,"Brick, New Jersey 08724",40.087604,-74.11225,36,3,2,3,3,5,2,,5,5,4,2,2,2,1,3,5,5,2,2,3,4,1,4,1,2,3,5,3,5,5,5,3,3,3,2,1,2,5,5,5,5,4,5,5,5,5,ABMX8XUNPR3LP,R_2TNwfWbewR2fCyV,40.09559631,-74.10949707,4,3,No,4.888888889,2.333333333,Consider,Flag,Point Pleasant,New Jersey,,Brick,New Jersey,,Brick,New Jersey,8724,36,,,1,English
56,51-60,Male,Bachelors degree,Less than $12500,White,Monticello,New York,12701,"Monticello, New York 12701",41.655646,-74.689328,7,4,3,5,5,4,5,,1,2,3,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,3,2,2,3,2,2,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,A3H7LONGSJ9384,R_3iVJtIaC7yITspf,33.12879944,-107.0276031,5,2,No,5,1.166666667,No,No,Queens,New York,,Forestburgh,New York,,Las Cruces,New Mexico,88001,7,,"Long Island, New York",1,English
33,31-40,Male,Graduate degree (masters doctorate etc.),$100000 or more,White,New York,New York,10010,"New York, New York 10010",40.738831,-73.981533,11,1,1,1,1,3,3,,3,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,5,1,1,2,1,1,1,1,4,5,4,5,3,5,5,5,5,A1LRJ2MQD4AMES,R_3G2ghZDZBQJxT08,40.61520386,-75.54370117,3,2,No,4.555555556,1.166666667,No,No,New York,New York,,New York,New York,,Lancaster,Pennsylvania,17551,21,,,1,English
60,51-60,Female,Bachelors degree,$62500 - $74999,White,NEW YORK,New York,00000,"NEW YORK, New York",40.712783,-74.005941,12,2,5,2,3,5,3,,2,4,3,3,5,2,2,2,2,2,5,2,3,3,2,2,2,4,3,3,1,5,2,2,2,1,3,3,2,2,3,5,5,5,4,5,5,5,4,A115UFR6VA6OM1,R_TtPGnSsSXOJ4srD,40.98829651,-73.79540253,3,3,No,4.555555556,2.166666667,Consider,Flag,NEW YORK,New York,,NEW YORK,New York,,White Plains,New York,0,30,,,1,ENGLISH
52,51-60,Male,Graduate degree (masters doctorate etc.),$62500 - $74999,White,New York City,New York,10010,"New York City, New York 10010",40.738831,-73.981533,15,2,1,2,1,3,1,,4,2,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,1,4,2,2,3,1,1,1,1,1,5,5,5,5,3,5,5,5,2,A3CPQP08A6J09F,R_3J5iBlCzO7k0YTW,40.87780762,-73.00450134,2,3,Consider,4.444444444,1.333333333,No,Flag,New York,New York,,New York,New York,,Coram,New York,11727,20,,,1,English
26,18-30,Female,Associates degree,$25000 - $37499,Hispanic/Latino/Latina,Brooklyn,New York,11237,"Brooklyn, New York 11237",40.704315,-73.921285,16,1,2,3,3,3,3,,2,4,1,1,3,4,1,4,3,4,5,1,3,3,1,3,3,2,3,3,3,5,3,3,3,2,3,3,3,3,5,5,5,5,5,5,5,5,5,A3F8G26PENQ6EO,R_28BRrHgt5pIuK86,18.42080688,-66.06159973,5,3,No,5,2.833333333,Consider,Flag,Aguadilla,Puerto Rico,,Moca,Puerto Rico,,San Juan Puerto Rico,Puerto Rico,917,2,,,2,"English, Spanish"
53,51-60,Female,High school graduate,$50000 - $62499,White,East Hampton,New York,11937,"East Hampton, New York 11937",40.963433,-72.1848,16,1,1,4,1,5,1,,2,3,1,4,1,1,1,1,4,4,1,1,1,2,1,2,1,1,1,1,2,4,1,3,1,1,1,1,1,1,4,4,3,5,3,5,4,5,5,A25AX0DNHKJCQT,R_rlm8d5w4S2IFfyx,35.67610168,-78.81600189,3,1,No,4.222222222,1,No,No,Southampton,New York,,Kittery,Maine,,Raliegh,North Carolina,0,2,,,1,English
56,51-60,Female,Bachelors degree,$100000 or more,White,Brooklyn,New York,11231,"Brooklyn, New York 11231",40.67728,-74.009447,18,1,2,1,5,1,3,,2,5,4,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,5,3,1,2,3,1,1,1,2,5,5,5,5,3,5,4,5,5,AAASQIW3J32OL,R_2zZqEFFoDUPuJf2,40.61000061,-73.91079712,3,3,No,4.666666667,1.666666667,No,No,Brooklyn,New York,,New York,New York,,Brooklyn,New York,11210,32,,,2,"English, French"
28,18-30,Male,Bachelors degree,$100000 or more,White,Staten Island,New York,10312,"Staten Island, New York 10312",40.555548,-74.182711,20,2,2,2,1,3,2,,2,3,2,3,2,2,3,1,2,4,2,2,2,2,2,1,2,2,2,4,2,2,4,4,2,2,1,2,2,2,3,5,4,4,3,4,4,5,3,A1CSDIX05PK9V,R_25Hs5PfvPTi9mJr,40.72520447,-73.98020172,3,2,No,3.888888889,1.833333333,Consider,Flag,Brooklyn,New York,,Brooklyn,New York,,Jersey City,New Jersey,7302,3,,,1,English
32,31-40,Male,Bachelors degree,Less than $12500,White,Larchmont,New York,10538,"Larchmont, New York 10538",40.927876,-73.751798,20,1,1,3,1,5,1,,3,4,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,A2S421V2HMNHQQ,R_3iW3RNnEh5Pd78C,44.63909912,-123.2709961,4,1,No,4.888888889,1,No,No,New York,New York,,Briarcliff,New Jersey,,Corvallis,Oregon,97330,2,,,1,English
30,18-30,Male,Some college no degree,Less than $12500,White,Perry,New York,14530,"Perry, New York 14530",42.715617,-78.005561,26,1,2,2,1,3,2,,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,2,1,2,2,2,3,2,3,2,1,3,1,1,4,5,5,5,5,5,5,5,1,AUOT6UI205EDN,R_2ffZQGeB92Rzzb6,42.67700195,-78.10440063,1,3,Consider,4.444444444,1.833333333,No,Flag,Nunda,New York,,Nunda,New York,,Castile,New York,14427,1,,,1,English
30,18-30,Male,Bachelors degree,$100000 or more,White,Pulaski,New York,13143,"Pulaski, New York 13143",43.547486,-76.190063,26,1,1,1,1,4,1,,3,5,1,1,1,2,1,2,4,4,2,1,2,1,1,1,5,1,2,1,1,2,1,2,1,2,1,1,1,1,5,4,3,4,5,5,5,5,5,AQUMAYXK7TRAO,R_1ghH04F6b5AtaqF,43.08920288,-76.02500153,3,2,No,4.555555556,1.166666667,No,No,Rochester,New York,,Oswego,New York,,Syracuse,New York,13219,4,,,2,English & French
36,31-40,Male,Bachelors degree,$62500 - $74999,White,Schenectady,New York,12303,"Schenectady, New York 12303",42.814243,-73.939568,34,2,3,2,1,3,1,,3,5,1,2,2,3,3,5,3,5,1,3,3,2,1,2,2,1,1,5,2,5,4,5,1,1,1,1,1,3,5,5,5,5,4,5,5,5,2,ARUXG5FD1Q76F,R_1LwzDrLBsQoNHEB,34.00909424,-84.00879669,2,3,Consider,4.555555556,1.333333333,No,Flag,Schenectady,New York,,Chicago,Illinois,,Grayson,Georgia,30017,1,,,1,English
40,31-40,Female,Bachelors degree,$25000 - $37499,Black/African American,Brooklyn,New York,11202,"Brooklyn, New York 11202",40.692476,-73.990875,39,4,5,4,1,5,2,,5,2,1,1,1,5,5,1,3,5,4,5,5,4,1,3,2,1,3,2,5,2,2,4,2,3,2,3,1,1,5,5,5,5,5,5,5,5,5,A3HPLIWSXW3XV8,R_22DDPreCKli0fu9,39.03349304,-77.4838028,5,3,No,5,2,Consider,Flag,Brooklyn,New York,,Brooklyn,New York,,Philadelphia,Pennsylvania,19134,1,,,1,English
61,61_up,Male,Some college no degree,$62500 - $74999,White,Troy ,New York,12180,"Troy , New York 12180",42.728411,-73.691785,61,2,1,1,1,1,1,,2,2,1,1,2,4,1,1,2,4,2,3,1,1,1,1,1,1,2,3,1,4,5,3,2,1,1,1,1,1,5,4,5,5,4,5,4,5,5,A1YBZWXXW358IF ,R_3LdIMB4zvrygDlC,42.74949646,-73.5951004,4,2,No,4.666666667,1.166666667,No,No,Troy ,New York,,Troy ,New York,,Troy ,New York,12180,61,,,1,English 
23,18-30,Male,High school graduate,$50000 - $62499,White,Willow spring,North Carolina,27592,"Willow spring, North Carolina 27592",35.595625,-78.73111,10,5,2,4,2,5,5,,3,5,4,1,5,5,5,5,1,1,1,5,5,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,ASARROL2Q6XRM,R_1EiAGrbsRE7mksm,35.88450623,-79.55439758,5,1,No,5,1,No,No,Raleigh,North Carolina,,Oxford,North Carolina,,Kittrell,North Carolina,27544,2,,,1,English
38,31-40,Male,Bachelors degree,$75000 - $87499,White,RALEIGH,North Carolina,27616,"RALEIGH, North Carolina 27616",35.87744,-78.554728,12,2,2,2,3,5,3,,4,2,3,3,3,3,4,3,4,5,3,4,2,2,3,2,3,2,3,5,3,4,4,4,3,3,2,1,2,3,5,5,3,5,5,5,4,5,4,AZIAQJWXTSFUX,R_1CqFFLYSYNcrYOF,35.81809998,-78.56359863,3,3,No,4.555555556,2.333333333,Consider,Flag,NORFOLK,Virginia,,SCRANTON ,Pennsylvania,,RALEIGH,North Carolina,27604,26,,,1,ENGLISH
26,18-30,Male,High school graduate,$12500 - $24999,White,Clemmons,North Carolina,27012,"Clemmons, North Carolina 27012",36.021525,-80.381998,16,1,1,2,1,5,1,,2,2,2,2,1,4,4,4,4,4,2,2,4,2,2,2,1,2,2,2,4,2,2,1,2,2,1,1,1,2,5,5,4,5,5,5,2,5,5,AUZBKS5UI3MXB,R_afJKD9AaRrL59ex,36.12420654,-80.63510132,2,2,Consider,4.555555556,1.5,No,Flag,richmond,Virginia,,clarksburg,West Virginia,,Clemmons,North Carolina,27012,16,,,1,English
25,18-30,Female,Some college no degree,Less than $12500,White,Elizabeth City,North Carolina,27909,"Elizabeth City, North Carolina 27909",36.2946,-76.251046,17,2,4,4,2,3,2,,3,4,3,1,2,4,4,4,4,2,2,4,4,3,2,3,1,2,2,2,1,4,4,3,2,3,1,3,2,1,5,5,5,5,5,5,5,5,5,AK7QUPU7TE9TI,R_3lz4GZmI4i0NBqT,28.01699829,-80.67359924,5,3,No,5,2,Consider,Flag,Norfolk,Virginia,,Seoul,Outside the United States,Korea,Palm Bay,Florida,32909,1,,,1,English
31,31-40,Male,Bachelors degree,$37500 - $49999,White,cary,North Carolina,00000,"cary, North Carolina",35.79154,-78.781116,18,2,1,3,2,3,2,,3,3,2,2,2,3,3,3,4,5,3,3,3,2,1,2,2,3,2,5,3,4,5,4,2,2,2,1,2,2,5,5,4,4,1,5,5,5,5,AVPKE76DJLWK6,R_2QmU0RFYphjdNhG,40.80039978,-124.1528015,1,2,Consider,4.333333333,1.833333333,No,Flag,somewhere in maryland,Maryland,,eastern shore of virgina,Virginia,,eureka,California,95503,10,,,1,english
27,18-30,Female,Graduate degree (masters doctorate etc.),$25000 - $37499,White,hudson,North Carolina,28638,"hudson, North Carolina 28638",35.848464,-81.495926,18,5,1,1,1,5,1,,2,5,1,1,1,4,3,3,1,5,1,3,3,1,1,1,1,1,1,2,1,5,2,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,AWCD7E12GSX2Z,R_2Ey1lBfz2iCObMt,35.58900452,-80.76799774,5,1,No,5,1,No,No,Hudson,North Carolina,,Colletsville,North Carolina,,hudson,North Carolina,28638,3,,,1,English
27,18-30,Male,Some college no degree,$12500 - $24999,White,hendersonville ,North Carolina,28792,"hendersonville , North Carolina 28792",35.318727,-82.460952,19,2,2,1,2,3,5,,1,4,4,1,4,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,5,4,5,5,1,5,5,5,5, A1K8QNLYYYX21W,R_2ANJQWcyjWkHtZF,34.73649597,-82.79669952,1,2,Consider,4.444444444,1.333333333,No,Flag,Hendersonville,North Carolina,,Miami,Florida,,central ,South Carolina,29630,7,,,1,english
37,31-40,Female,Bachelors degree,$12500 - $24999,White,Ruffin,North Carolina,27326,"Ruffin, North Carolina 27326",36.446962,-79.543991,20,2,2,5,2,5,4,,2,5,2,2,2,5,5,5,5,4,4,5,5,4,2,3,2,2,2,4,5,5,5,5,2,2,2,1,1,2,5,5,5,5,5,5,5,5,5,A2K0EJWS4JV52T,R_3PSMJIYWf0iBF5N,34.92730713,-80.72779846,5,2,No,5,1.666666667,No,No,Ruffin,North Carolina,,Ruffin,North Carolina,,Stokesdale,North Carolina,27357,15,,,1,English
33,31-40,Male,Bachelors degree,$12500 - $24999,White,Eden,North Carolina,27288,"Eden, North Carolina 27288",36.488471,-79.766702,21,2,2,2,3,3,2,,3,3,1,1,1,2,5,3,3,2,2,5,4,2,1,1,1,1,1,2,2,5,5,2,2,1,1,2,1,1,5,5,4,5,4,5,5,5,4,A21UA6O7ZFAIQJ,R_2RO3jPlNyM9rZ9i,35.99519348,-79.92939758,4,2,No,4.666666667,1.333333333,No,No,Asheboro,North Carolina,,Enfield,North Carolina,,High Point,North Carolina,27265,2,,,1,English
68,61_up,Male,Some college no degree,$37500 - $49999,White,Monroe,North Carolina,28212,"Monroe, North Carolina 28212",35.169246,-80.756149,23,2,2,2,3,4,4,,2,5,5,1,1,4,5,4,4,3,3,4,4,3,2,2,1,3,3,4,2,5,2,3,3,3,3,2,1,2,5,5,5,5,5,5,5,5,4,A1GTYHV8OYQQLV,R_bJF3baLiTJrMOhL,34.92730713,-80.72779846,4,3,No,4.888888889,2.333333333,Consider,Flag,Mount Holly,North Carolina,,Monroe,North Carolina,,Monroe,North Carolina,28133,20,,,1,English
28,18-30,Male,Bachelors degree,$12500 - $24999,Black/African American,Greensboro,North Carolina,27407,"Greensboro, North Carolina 27407",36.017502,-79.863283,23,4,4,2,1,2,1,,5,5,1,4,4,4,5,4,4,4,4,2,3,1,1,1,1,1,1,4,5,4,5,5,1,3,1,3,1,3,4,5,5,5,5,5,5,5,4,A136CZ4JFVXM8B,R_2c8apGKIylXEg0y,36.00740051,-79.87319946,4,3,No,4.777777778,2,Consider,Flag,Asheboro,North Carolina,,Asheboro,North Carolina,,Greensboro,North Carolina,27407,19,,,1,English
40,31-40,Male,Bachelors degree,$75000 - $87499,White,Greensboro,North Carolina,27407,"Greensboro, North Carolina 27407",36.017502,-79.863283,23,1,1,1,1,4,1,,3,5,1,1,1,4,4,4,2,3,4,5,4,3,1,3,1,1,1,2,3,4,5,5,3,2,1,1,1,1,5,5,5,5,4,5,5,5,5,A1A7U8TF7JAMGN,R_3maRRlNAdN5rpyE,35.33659363,-80.79579926,4,3,No,4.888888889,1.5,No,No,New York,New York,,New York,New York,,Charlotte,North Carolina,28269,17,,,1,English
24,18-30,Male,Associates degree,$50000 - $62499,White,raleigh,North Carolina,27603,"raleigh, North Carolina 27603",35.663112,-78.679583,24,3,2,2,2,2,2,,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,3,4,2,2,3,3,2,2,4,5,3,5,3,4,4,4,4,AW10G5KIM6DL0,R_3JKNSEnbZuVh5zJ,33.40629578,-112.0261993,3,3,No,4,2.333333333,Consider,Flag,raleigh,North Carolina,,raleigh,North Carolina,,raleigh,North Carolina,27603,24,,,1,english
58,51-60,Male,Graduate degree (masters doctorate etc.),$37500 - $49999,White,Ashtabula,Ohio,44004,"Ashtabula, Ohio 44004",41.865053,-80.789808,11,4,1,2,4,4,4,,2,2,1,1,1,1,2,1,2,1,1,1,3,1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,5,5,4,5,3,5,5,5,4,A2WCXJZEXXR60A,R_ZwB58oMyJutxVBL,34.04379272,-118.2512054,3,1,No,4.555555556,1,No,No,Hopedale,Ohio,,Woodbury,Tennessee,,Hillsboro,Tennessee,37342,9,,,1,English
